web_url,local_file_path
https://www.dtu.ac.in/Web/Jobs/2024/dec/file1208.pdf,downloaded_pdfs_meta/doc_780.pdf
https://www.dtu.ac.in/Web/notice/2025/may/file0517a.pdf,downloaded_pdfs_meta/doc_424.pdf
https://www.dtu.ac.in/Web/Jobs/2024/dec/file1205.pdf,downloaded_pdfs_meta/doc_781.pdf
https://www.dtu.ac.in/Web/notice/2025/may/file0517.pdf,downloaded_pdfs_meta/doc_425.pdf
https://www.dtu.ac.in/Web/Jobs/2024/dec/file1206.pdf,downloaded_pdfs_meta/doc_782.pdf
https://www.dtu.ac.in/Web/notice/2025/may/file0509.pdf,downloaded_pdfs_meta/doc_426.pdf
https://www.dtu.ac.in/Web/Jobs/2024/dec/file1201.pdf,downloaded_pdfs_meta/doc_783.pdf
https://www.dtu.ac.in/Web/notice/2025/may/file0508.pdf,downloaded_pdfs_meta/doc_427.pdf
https://www.dtu.ac.in/Web/Jobs/2024/dec/file1202.pdf,downloaded_pdfs_meta/doc_784.pdf
https://www.dtu.ac.in/Web/notice/2025/apr/file0450.pdf,downloaded_pdfs_meta/doc_428.pdf
https://www.dtu.ac.in/Web/Jobs/2024/dec/file1203.pdf,downloaded_pdfs_meta/doc_785.pdf
https://www.dtu.ac.in/Web/notice/2025/apr/file0449.pdf,downloaded_pdfs_meta/doc_429.pdf
https://www.dtu.ac.in/Web/Jobs/2024/dec/file1204.pdf,downloaded_pdfs_meta/doc_786.pdf
https://www.dtu.ac.in/Web/notice/2025/apr/file0448.pdf,downloaded_pdfs_meta/doc_430.pdf
https://www.dtu.ac.in/Web/Jobs/2024/nov/file1110.pdf,downloaded_pdfs_meta/doc_787.pdf
https://www.dtu.ac.in/Web/notice/2025/apr/file0442.pdf,downloaded_pdfs_meta/doc_431.pdf
https://www.dtu.ac.in/Web/Jobs/2024/nov/file1109.pdf,downloaded_pdfs_meta/doc_788.pdf
https://www.dtu.ac.in/Web/notice/2025/apr/file0438.pdf,downloaded_pdfs_meta/doc_432.pdf
https://www.dtu.ac.in/Web/Jobs/2024/nov/file1108.pdf,downloaded_pdfs_meta/doc_789.pdf
https://www.dtu.ac.in/Web/notice/2025/apr/file0418.pdf,downloaded_pdfs_meta/doc_433.pdf
https://www.dtu.ac.in/Web/Jobs/2024/nov/file1104.pdf,downloaded_pdfs_meta/doc_790.pdf
https://www.dtu.ac.in/Web/notice/2025/apr/file0417.pdf,downloaded_pdfs_meta/doc_434.pdf
https://www.dtu.ac.in/Web/Jobs/2024/nov/file1105.pdf,downloaded_pdfs_meta/doc_791.pdf
https://www.dtu.ac.in/Web/notice/2025/apr/file0415.pdf,downloaded_pdfs_meta/doc_435.pdf
https://www.dtu.ac.in/Web/Jobs/2024/nov/file1106.pdf,downloaded_pdfs_meta/doc_792.pdf
https://www.dtu.ac.in/Web/notice/2025/apr/file0413.pdf,downloaded_pdfs_meta/doc_436.pdf
https://www.dtu.ac.in/Web/Jobs/2024/nov/file1107.pdf,downloaded_pdfs_meta/doc_793.pdf
https://www.dtu.ac.in/Web/notice/2025/apr/file0328.pdf,downloaded_pdfs_meta/doc_437.pdf
https://www.dtu.ac.in/Web/Jobs/2024/nov/file1103.pdf,downloaded_pdfs_meta/doc_794.pdf
https://www.dtu.ac.in/Web/notice/2025/mar/file0320.pdf,downloaded_pdfs_meta/doc_438.pdf
https://www.dtu.ac.in/Web/Jobs/2024/nov/file1101.pdf,downloaded_pdfs_meta/doc_795.pdf
https://www.dtu.ac.in/Web/notice/2025/mar/file0319.pdf,downloaded_pdfs_meta/doc_439.pdf
https://www.dtu.ac.in/Web/Jobs/2024/nov/file1102.pdf,downloaded_pdfs_meta/doc_796.pdf
https://www.dtu.ac.in/Web/notice/2025/mar/file0318.pdf,downloaded_pdfs_meta/doc_440.pdf
https://www.dtu.ac.in/Web/Jobs/2024/oct/file1008.pdf,downloaded_pdfs_meta/doc_797.pdf
https://www.dtu.ac.in/Web/notice/2025/mar/file0312.pdf,downloaded_pdfs_meta/doc_441.pdf
https://www.dtu.ac.in/Web/Jobs/2024/oct/file1007.pdf,downloaded_pdfs_meta/doc_798.pdf
https://www.dtu.ac.in/Web/notice/2025/mar/file0311.pdf,downloaded_pdfs_meta/doc_442.pdf
https://www.dtu.ac.in/Web/Jobs/2024/oct/file1006.pdf,downloaded_pdfs_meta/doc_799.pdf
https://www.dtu.ac.in/Web/notice/2025/mar/file0308.pdf,downloaded_pdfs_meta/doc_443.pdf
https://www.dtu.ac.in/Web/Jobs/2024/oct/file1005.pdf,downloaded_pdfs_meta/doc_800.pdf
https://www.dtu.ac.in/Web/notice/2025/mar/file0307.pdf,downloaded_pdfs_meta/doc_444.pdf
https://www.dtu.ac.in/Web/Jobs/2024/oct/file1001.pdf,downloaded_pdfs_meta/doc_801.pdf
https://www.dtu.ac.in/Web/notice/2025/mar/file0306.pdf,downloaded_pdfs_meta/doc_445.pdf
https://www.dtu.ac.in/Web/Jobs/2024/oct/file1002.pdf,downloaded_pdfs_meta/doc_802.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/bdes_1stList.pdf,downloaded_pdfs_meta/doc_37.pdf
https://www.dtu.ac.in/Web/notice/2025/mar/file0305.pdf,downloaded_pdfs_meta/doc_446.pdf
https://www.dtu.ac.in/Web/Jobs/2024/oct/file1003.pdf,downloaded_pdfs_meta/doc_803.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/Corri_fee_b_des.pdf,downloaded_pdfs_meta/doc_38.pdf
https://www.dtu.ac.in/Web/notice/2025/mar/file0304.pdf,downloaded_pdfs_meta/doc_447.pdf
https://www.dtu.ac.in/Web/Jobs/2024/oct/file1004.pdf,downloaded_pdfs_meta/doc_804.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/mdes_AdmissionGuidelines2025.pdf,downloaded_pdfs_meta/doc_39.pdf
https://www.dtu.ac.in/Web/notice/2025/mar/file0303.pdf,downloaded_pdfs_meta/doc_448.pdf
https://www.dtu.ac.in/Web/Jobs/2024/sep/file0910.pdf,downloaded_pdfs_meta/doc_805.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/brochure_mdes.pdf,downloaded_pdfs_meta/doc_40.pdf
https://www.dtu.ac.in/Web/notice/2025/mar/file0301.pdf,downloaded_pdfs_meta/doc_449.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/mdes_3ndList.pdf,downloaded_pdfs_meta/doc_41.pdf
https://www.dtu.ac.in/Web/notice/2025/feb/file0241.pdf,downloaded_pdfs_meta/doc_450.pdf
https://www.dtu.ac.in/Web/Jobs/2024/sep/file0908.pdf,downloaded_pdfs_meta/doc_807.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/mdes_1stList.pdf,downloaded_pdfs_meta/doc_43.pdf
https://www.dtu.ac.in/Web/notice/2025/feb/file0235.pdf,downloaded_pdfs_meta/doc_451.pdf
https://www.dtu.ac.in/Web/Jobs/2024/sep/file0907.pdf,downloaded_pdfs_meta/doc_808.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/Corrigendum_MDES_25.pdf,downloaded_pdfs_meta/doc_44.pdf
https://www.dtu.ac.in/Web/notice/2025/feb/file0232.pdf,downloaded_pdfs_meta/doc_452.pdf
https://www.dtu.ac.in/Web/Jobs/2024/sep/file0906.pdf,downloaded_pdfs_meta/doc_809.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/Corri_fee_m_des.pdf,downloaded_pdfs_meta/doc_45.pdf
https://www.dtu.ac.in/Web/notice/2025/feb/file0224.pdf,downloaded_pdfs_meta/doc_453.pdf
https://www.dtu.ac.in/Web/Jobs/2024/sep/file0904.pdf,downloaded_pdfs_meta/doc_810.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0632.pdf,downloaded_pdfs_meta/doc_46.pdf
https://www.dtu.ac.in/Web/notice/2025/feb/file0221.pdf,downloaded_pdfs_meta/doc_454.pdf
https://www.dtu.ac.in/Web/Jobs/2024/sep/file0903.pdf,downloaded_pdfs_meta/doc_811.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/m.tech_Admission_Brochure.pdf,downloaded_pdfs_meta/doc_47.pdf
https://www.dtu.ac.in/Web/notice/2025/feb/file0220.pdf,downloaded_pdfs_meta/doc_455.pdf
https://www.dtu.ac.in/Web/Jobs/2024/sep/file0902.pdf,downloaded_pdfs_meta/doc_812.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0623.pdf,downloaded_pdfs_meta/doc_48.pdf
https://www.dtu.ac.in/Web/notice/2025/feb/file0219.pdf,downloaded_pdfs_meta/doc_456.pdf
https://www.dtu.ac.in/Web/Jobs/2024/sep/file0901.pdf,downloaded_pdfs_meta/doc_813.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0624.pdf,downloaded_pdfs_meta/doc_49.pdf
https://www.dtu.ac.in/Web/notice/2025/feb/file0218.pdf,downloaded_pdfs_meta/doc_457.pdf
https://www.dtu.ac.in/Web/Jobs/2024/aug/file0812.pdf,downloaded_pdfs_meta/doc_814.pdf
https://dtu.ac.in/Web/About/StrategicPlan.pdf,downloaded_pdfs_meta/doc_1.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0623.pdf,downloaded_pdfs_meta/doc_50.pdf
https://www.dtu.ac.in/Web/notice/2025/feb/file0214.pdf,downloaded_pdfs_meta/doc_458.pdf
https://www.dtu.ac.in/Web/Jobs/2024/aug/file0807.pdf,downloaded_pdfs_meta/doc_815.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0622.pdf,downloaded_pdfs_meta/doc_51.pdf
https://www.dtu.ac.in/Web/notice/2025/feb/file0213.pdf,downloaded_pdfs_meta/doc_459.pdf
https://www.dtu.ac.in/Web/Jobs/2024/aug/file0805.pdf,downloaded_pdfs_meta/doc_816.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0621.pdf,downloaded_pdfs_meta/doc_52.pdf
https://www.dtu.ac.in/Web/notice/2025/feb/file0212.pdf,downloaded_pdfs_meta/doc_460.pdf
https://www.dtu.ac.in/Web/Jobs/2024/aug/file0803.pdf,downloaded_pdfs_meta/doc_817.pdf
https://dtu.ac.in/Web/AICTE/iprpolicy_2017.pdf,downloaded_pdfs_meta/doc_2.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0620.pdf,downloaded_pdfs_meta/doc_53.pdf
https://www.dtu.ac.in/Web/notice/2025/feb/file0211.pdf,downloaded_pdfs_meta/doc_461.pdf
https://www.dtu.ac.in/Web/Jobs/2024/aug/file0802.pdf,downloaded_pdfs_meta/doc_818.pdf
https://dtu.ac.in/Web/Programs_dtu.pdf,downloaded_pdfs_meta/doc_3.pdf
https://www.dtu.ac.in/Web/notice/2025/may/file0509.pdf,downloaded_pdfs_meta/doc_54.pdf
https://www.dtu.ac.in/Web/notice/2025/feb/file0205.pdf,downloaded_pdfs_meta/doc_462.pdf
https://www.dtu.ac.in/Web/Jobs/2024/mar/file0301.pdf,downloaded_pdfs_meta/doc_819.pdf
https://dtu.ac.in/Web/Syllabus_links.pdf,downloaded_pdfs_meta/doc_4.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/bmba_AdmissionGuidelines2025.pdf,downloaded_pdfs_meta/doc_55.pdf
https://www.dtu.ac.in/Web/notice/2025/feb/file0203.pdf,downloaded_pdfs_meta/doc_463.pdf
https://www.dtu.ac.in/Web/Jobs/2024/feb/file0202.pdf,downloaded_pdfs_meta/doc_820.pdf
https://www.dtu.ac.in/Web/SILR/SILR.pdf,downloaded_pdfs_meta/doc_5.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/bmba_revisedGuidelines.pdf,downloaded_pdfs_meta/doc_56.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0151.pdf,downloaded_pdfs_meta/doc_464.pdf
https://www.dtu.ac.in/Web/Jobs/2024/feb/file0201.pdf,downloaded_pdfs_meta/doc_821.pdf
https://dtu.ac.in/Web/quick_links/RTI/2nd-ordinance.pdf,downloaded_pdfs_meta/doc_6.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/emba_AdmissionGuidelines2025.pdf,downloaded_pdfs_meta/doc_57.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0150.pdf,downloaded_pdfs_meta/doc_465.pdf
https://www.dtu.ac.in/Web/Jobs/2024/jan/file0106.pdf,downloaded_pdfs_meta/doc_822.pdf
https://dtu.ac.in/Platforms/academic_PG/phd/PhdOrdinancesRegulations2017.pdf,downloaded_pdfs_meta/doc_7.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/emba_revisedGuidelines.pdf,downloaded_pdfs_meta/doc_58.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0141.pdf,downloaded_pdfs_meta/doc_466.pdf
https://www.dtu.ac.in/Web/Jobs/2024/jan/file0104.PDF,downloaded_pdfs_meta/doc_823.PDF
https://dtu.ac.in/Web/quick_links/RTI/office_pro.pdf,downloaded_pdfs_meta/doc_8.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/brochure_mbadsa.pdf,downloaded_pdfs_meta/doc_59.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0132.pdf,downloaded_pdfs_meta/doc_467.pdf
https://www.dtu.ac.in/Web/Jobs/2024/jan/file0105.pdf,downloaded_pdfs_meta/doc_824.pdf
https://dtu.ac.in/Web/Community/ncc.pdf,downloaded_pdfs_meta/doc_9.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/brochure_maeco.pdf,downloaded_pdfs_meta/doc_60.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0130.pdf,downloaded_pdfs_meta/doc_468.pdf
https://www.dtu.ac.in/Web/notice/2024/jan/file0142.pdf,downloaded_pdfs_meta/doc_825.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0681.pdf,downloaded_pdfs_meta/doc_10.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/phds2025.pdf,downloaded_pdfs_meta/doc_61.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0126.pdf,downloaded_pdfs_meta/doc_469.pdf
https://www.dtu.ac.in/Web/Jobs/2024/jan/file0103.pdf,downloaded_pdfs_meta/doc_826.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0625.pdf,downloaded_pdfs_meta/doc_11.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/Flyer-1.pdf,downloaded_pdfs_meta/doc_62.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0125.pdf,downloaded_pdfs_meta/doc_470.pdf
https://www.dtu.ac.in/Web/Jobs/2024/jan/file0102.pdf,downloaded_pdfs_meta/doc_827.pdf
https://www.dtu.ac.in/Web/notice/2024/dec/file1257.pdf,downloaded_pdfs_meta/doc_12.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/btecheve_brochure.pdf,downloaded_pdfs_meta/doc_63.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0124.pdf,downloaded_pdfs_meta/doc_471.pdf
https://www.dtu.ac.in/Web/Jobs/2024/jan/file0101.pdf,downloaded_pdfs_meta/doc_828.pdf
https://www.dtu.ac.in/Web/notice/2024/dec/file1256.pdf,downloaded_pdfs_meta/doc_13.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/m.sc_Admission_Brochure.pdf,downloaded_pdfs_meta/doc_64.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0123.pdf,downloaded_pdfs_meta/doc_472.pdf
https://www.dtu.ac.in/Web/notice/2024/dec/file1237.pdf,downloaded_pdfs_meta/doc_14.pdf
https://www.dtu.ac.in/Web/notice/2025/may/file0543.pdf,downloaded_pdfs_meta/doc_65.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0121.pdf,downloaded_pdfs_meta/doc_473.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/brochure_btechle.pdf,downloaded_pdfs_meta/doc_15.pdf
https://www.dtu.ac.in/Web/notice/2025/may/file0542.pdf,downloaded_pdfs_meta/doc_66.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0120.pdf,downloaded_pdfs_meta/doc_474.pdf
https://dtu.ac.in/Web/Admission/corrigendum/btech_lateral_corrigendum.pdf,downloaded_pdfs_meta/doc_16.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0681.pdf,downloaded_pdfs_meta/doc_67.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0115.pdf,downloaded_pdfs_meta/doc_475.pdf
https://dtu.ac.in/Web/Admission/brochure/2025/btech_lateral_corrigendum1.pdf,downloaded_pdfs_meta/doc_17.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0680.pdf,downloaded_pdfs_meta/doc_68.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0113.pdf,downloaded_pdfs_meta/doc_476.pdf
https://dtu.ac.in/Web/Admission/brochure/2025/btechle_shortlisted.pdf,downloaded_pdfs_meta/doc_18.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0678.pdf,downloaded_pdfs_meta/doc_69.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0114.pdf,downloaded_pdfs_meta/doc_477.pdf
https://dtu.ac.in/Web/Admission/brochure/2025/btechle_schedule.pdf,downloaded_pdfs_meta/doc_19.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0677.pdf,downloaded_pdfs_meta/doc_70.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0112.pdf,downloaded_pdfs_meta/doc_478.pdf
https://dtu.ac.in/Web/Admission/brochure/2025/btechle_inst.pdf,downloaded_pdfs_meta/doc_20.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0674.pdf,downloaded_pdfs_meta/doc_71.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0111.pdf,downloaded_pdfs_meta/doc_479.pdf
https://dtu.ac.in/Web/Admission/brochure/2025/btechle_schedule_corr.pdf,downloaded_pdfs_meta/doc_21.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0675.pdf,downloaded_pdfs_meta/doc_72.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0106.pdf,downloaded_pdfs_meta/doc_480.pdf
https://dtu.ac.in/Web/Admission/brochure/2025/btechle_inst_corr.pdf,downloaded_pdfs_meta/doc_22.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0676.pdf,downloaded_pdfs_meta/doc_73.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0105.pdf,downloaded_pdfs_meta/doc_481.pdf
https://dtu.ac.in/Web/Admission/brochure/2025/result_le25.pdf,downloaded_pdfs_meta/doc_23.pdf
